Date,Liturgical Color,Observance,MP Opening Sentence of Scripture,Antiphon,MP First Lesson,MP Second Lesson,"Psalms (MP, 60-day)",EP Opening Sentence of Scripture,EP First Lesson,EP Second Lesson,"Psalms (EP, 60-day)",Seasonal Collect,Special Collect,Seasonal Blessing,Remembrance
Aug 7,Green,The Friday in the Tenth Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,"The Lord is glorious in his saints: * O come, let us adore him.",I Samuel 26,Romans 8:1–17,90,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Hosea 5,John 9,91,"Almighty and merciful God, it is only by your grace that your faithful people offer you true and laudable service: Grant that we may run without stumbling to obtain your heavenly promises; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, now and for ever. Amen.","For you, the master builder, never abandon your Church, which you have built of living stones; you call your faithful servants to restore its ancient walls and reunite its broken ramparts, that it may be a holy temple of your presence.",,"John Mason Neale, Priest and Reformer of the Church, 1866"
Aug 8,Green,The Saturday in the Tenth Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,"The Lord is glorious in his saints: * O come, let us adore him.",I Samuel 27,Romans 8:18–39,92; 93,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Hosea 6,John 10:1–21,94,"Almighty and merciful God, it is only by your grace that your faithful people offer you true and laudable service: Grant that we may run without stumbling to obtain your heavenly promises; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, now and for ever. Amen.","Through Jesus Christ, the great shepherd of the sheep; in him you call faithful pastors and anoint them with your Holy Spirit, to feed your flock by Word and Sacrament, and to lead them in the way of everlasting life.",,"Dominic, Priest and Friar, 1221"
Aug 9,Green,The Eleventh Sunday After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,I Samuel 28,Romans 9,95; 96,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Hosea 7,John 10:22–42,97; 98,"Almighty God, give us the increase of faith, hope, and love; and, that we may obtain what you have promised, make us love what you command; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.","For you never turn away from us, and continually send among us those who seek justice, defend the oppressed, feed the poor, and bind up the brokenhearted.",,"Mary Sumner, Founder of the Mothers’ Union and Renewer of Society, 1921"
Aug 10,Green,The Monday in the Eleventh Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,"The Lord is glorious in his saints: * O come, let us adore him.",I Samuel 29,Romans 10,99; 100; 101,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Hosea 8,John 11:1–44,102,"Almighty God, give us the increase of faith, hope, and love; and, that we may obtain what you have promised, make us love what you command; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.","For the witness of your martyrs, who took up their cross and followed you even unto death, and revealed your power made perfect in human weakness.",,"Laurence, Deacon and Martyr at Rome, 258"
Aug 11,Green,The Tuesday in the Eleventh Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,I Samuel 30 or 30:1–25,Romans 11,103,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Hosea 9,John 11:45–57,104,"Almighty God, give us the increase of faith, hope, and love; and, that we may obtain what you have promised, make us love what you command; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.","For calling to the consecrated life those who leave everything for the sake of your kingdom, and who show forth in this world an anticipation of the abundant life you promise in the age to come.",,"Clare, Abbess of Assisi, 1253"
Aug 12,Green,The Wednesday in the Eleventh Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,"The Lord is glorious in his saints: * O come, let us adore him.",I Samuel 31,Romans 12,105:1–22,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Hosea 10,John 12:1–19,105:23–44,"Almighty God, give us the increase of faith, hope, and love; and, that we may obtain what you have promised, make us love what you command; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.","Through Jesus Christ, the great shepherd of the sheep; in him you call faithful pastors and anoint them with your Holy Spirit, to feed your flock by Word and Sacrament, and to lead them in the way of everlasting life.",,"Charles Inglis, First Bishop of Canada, 1787"
Aug 13,Green,The Thursday in the Eleventh Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,"The Lord is glorious in his saints: * O come, let us adore him.",II Samuel 1,Romans 13,106:1–18,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Hosea 11,John 12:20–50,106:19–46,"Almighty God, give us the increase of faith, hope, and love; and, that we may obtain what you have promised, make us love what you command; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.","For you have imparted gifts of wisdom and knowledge to those who teach the Gospel in word and deed, to build up the body of Christ, until we all attain to the unity of the faith and of the knowledge of the Son of God.",,"Jeremy Taylor, Bishop of Down and Connor, Teacher of the Faith, 1667"
Aug 14,Green,The Friday in the Eleventh Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,"II Samuel 2 or 2:1–17, 26–31",Romans 14,107:1–22,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Hosea 12,John 13,107:23–43,"Almighty God, give us the increase of faith, hope, and love; and, that we may obtain what you have promised, make us love what you command; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.","Through your Son Jesus Christ our Lord; in him you bring us to the knowledge of your truth, and unite us by the bond of one Faith and one Baptism, that we might love one another and manifest your love to the world.",,"Roger Schutz, Monk of Taizé and Ecumenist, 2005"
Aug 15,White,"The Virgin Mary, Mother of Our Lord Jesus Christ",The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,"II Samuel 3 or 3:6–11, 17–39",Luke 1:26–38,108; 110,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Hosea 13,John 14:1–14,109,"O God, you have taken to yourself the blessed Virgin Mary, mother of your incarnate Son: Grant that we, who have been redeemed by his blood, may share with her the glory of your eternal kingdom; through Jesus Christ our Lord, who lives and reigns with you, in the unity of the Holy Spirit, one God, now and for ever. Amen.","For the grace and virtue manifest in [N. and all] your saints, who have been the chosen vessels of your love, and the lights of the world in their generations.",,The Saturday in the Eleventh Week After Pentecost
Aug 16,Green,The Twelfth Sunday After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,II Samuel 4,Romans 15,111; 112,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Hosea 14,John 14:15–31,113; 114,"Keep your Church, O Lord, by your perpetual mercy; and because without you the frailty of our nature causes us to fall, keep us from all things hurtful, and lead us to all things profitable for our salvation; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.",,,
Aug 17,Green,The Monday in the Twelfth Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,II Samuel 5,Romans 16,115,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Joel 1,John 15:1–17,116; 117,"Keep your Church, O Lord, by your perpetual mercy; and because without you the frailty of our nature causes us to fall, keep us from all things hurtful, and lead us to all things profitable for our salvation; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.",,,
Aug 18,Green,The Tuesday in the Twelfth Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,II Samuel 6,Philippians 1:1–11,119:1–24,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,"Joel 2 or 2:1–17, 28–32",John 15:18–27,119:25–48,"Keep your Church, O Lord, by your perpetual mercy; and because without you the frailty of our nature causes us to fall, keep us from all things hurtful, and lead us to all things profitable for our salvation; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.",,,
Aug 19,Green,The Wednesday in the Twelfth Week After Pentecost,The Lord is in his holy temple; let all the earth keep silence before him. habakkuk 2:20,,II Samuel 7,Philippians 1:12–30,119:49–72,O worship the Lord in the beauty of holiness; let the whole earth stand in awe of him. psalm 96:9,Joel 3,John 16:1–15,119:73–88,"Keep your Church, O Lord, by your perpetual mercy; and because without you the frailty of our nature causes us to fall, keep us from all things hurtful, and lead us to all things profitable for our salvation; through Jesus Christ our Lord, who lives and reigns with you and the Holy Spirit, one God, for ever and ever. Amen.",,,
